UniqueCarrier,FlightNum,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Year,CRSElapsedTime,ActualElapsedTime,ArrDelay,DepDelay,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
MQ,4417,HPN,ORD,738,6,23,4,2005,139,125,61,75,8,20,0,41,0,0,20
WN,716,MDW,OAK,1844,4,11,10,2007,270,270,46,46,6,15,10,0,0,0,36
B6,1069,JFK,AUS,1522,3,3,10,2007,210,204,87,93,5,62,0,0,87,0,0
AA,763,ORD,MCI,403,2,28,3,2006,93,122,35,6,4,59,0,0,35,0,0
WN,1277,PDX,RNO,444,4,12,7,2007,80,92,24,12,4,13,0,0,12,0,12
UA,1165,CMH,ORD,296,4,17,7,2003,75,80,209,204,18,4,204,0,5,0,0
YV,7344,EWR,IAD,213,5,28,4,2006,82,102,20,0,5,52,0,0,20,0,0
NW,241,FLL,DTW,1127,3,14,7,2004,179,171,54,62,9,14,54,0,0,0,0
TZ,281,EWR,MDW,711,3,14,1,2004,152,175,38,15,10,57,0,0,23,0,15
DH,7737,ORD,MEM,491,1,1,12,2003,107,89,48,66,3,10,48,0,0,0,0
WN,3891,PDX,RNO,444,7,30,11,2008,80,77,48,51,4,13,12,0,0,0,36
FL,574,ATL,EWR,745,1,11,9,2006,137,181,209,165,15,60,0,0,44,0,165
WN,775,FLL,TPA,197,5,25,6,2004,60,61,41,40,4,20,0,0,1,0,40
AS,435,ONT,SEA,956,3,17,8,2005,146,150,43,39,7,10,8,0,4,0,31
MQ,4344,PIT,ORD,412,2,30,5,2006,94,87,116,123,20,4,0,0,116,0,0
NW,113,EWR,MSP,1008,5,17,6,2005,165,196,26,-5,12,13,0,0,26,0,0
UA,356,SEA,DEN,1024,7,20,7,2008,159,146,76,89,11,14,0,0,0,0,76
WN,2244,PHL,CMH,405,5,7,7,2006,105,72,25,58,3,13,23,0,0,0,2
UA,52,KOA,SFO,2367,1,7,1,2008,296,297,32,31,6,9,31,0,1,0,0
XE,2687,SYR,EWR,194,6,1,12,2007,79,99,25,5,9,53,0,0,25,0,0
AA,2018,ELP,ORD,1236,2,28,3,2006,175,205,85,55,5,29,0,0,85,0,0
9E,5874,DTW,TYS,443,4,10,7,2008,96,121,29,4,3,55,0,0,29,0,0
OO,6400,EUG,SFO,451,6,8,9,2007,88,92,74,70,5,14,0,0,74,0,0
YV,2866,LAS,MFR,599,4,5,7,2007,117,121,26,22,8,28,0,0,0,0,26
YV,2643,GSO,CLT,83,2,20,11,2007,53,45,22,30,7,5,22,0,0,0,0
US,847,CLT,LGA,544,3,16,2,2005,105,129,24,0,6,17,0,0,24,0,0
EV,4330,ATL,CAK,528,7,28,10,2007,97,93,15,19,4,20,15,0,0,0,0
XE,2847,IAH,HRL,295,5,21,4,2006,70,63,68,75,2,15,0,16,0,0,52
MQ,4416,ORD,HPN,738,2,6,11,2007,130,126,71,75,11,12,0,0,0,0,71
MQ,3889,DFW,PNS,604,3,8,6,2005,100,119,15,-4,3,25,0,0,15,0,0
AA,1740,LAX,ORD,1745,6,17,7,2004,235,243,22,14,7,25,14,0,8,0,0
NW,170,MSP,MKE,297,5,9,12,2005,80,98,16,-2,7,40,0,0,16,0,0
WN,1405,SJC,LAS,386,6,16,9,2006,80,79,72,73,9,9,0,0,72,0,0
WN,2422,STL,HOU,687,1,13,12,2004,125,112,20,33,1,4,0,0,0,0,20
EV,4780,ATL,JAN,341,2,18,4,2006,82,79,16,19,4,19,16,0,0,0,0
MQ,3662,SGF,DFW,364,1,18,10,2004,79,89,19,9,16,15,9,0,10,0,0
B6,120,MSY,JFK,1182,6,25,2,2006,165,157,18,26,3,13,2,0,0,0,16
NW,1629,OMA,MSP,282,5,3,2,2006,69,76,126,119,5,18,119,0,7,0,0
NW,422,DTW,MCO,957,1,12,11,2007,152,151,49,50,7,15,49,0,0,0,0
XE,2618,IAH,DAL,217,2,13,1,2004,60,94,40,6,3,50,6,0,34,0,0
XE,2670,IAH,MCI,643,5,7,3,2008,117,121,21,17,3,22,17,0,4,0,0
AA,1897,MCO,DFW,984,7,10,6,2007,165,160,17,22,6,19,0,15,0,0,2
MQ,4006,ORD,GRR,137,3,10,12,2003,47,49,67,65,4,16,0,0,5,0,62
XE,2350,CLE,MSN,402,1,10,12,2007,89,103,27,13,5,18,13,0,14,0,0
CO,271,MSP,EWR,1008,4,6,10,2005,160,177,46,29,12,28,0,0,46,0,0
EV,4517,MOB,ATL,302,7,13,5,2007,74,90,31,15,12,25,0,0,16,0,15
EV,4359,ATL,MSN,707,1,12,6,2006,130,150,147,127,6,47,0,0,147,0,0
MQ,3770,SGF,DFW,364,6,18,3,2006,84,96,218,206,14,12,0,0,12,0,206
EV,4797,CVG,ILM,500,1,12,9,2005,93,91,99,101,1447,8,99,0,0,0,0
B6,64,RSW,JFK,1074,7,14,12,2003,155,141,119,133,12,13,0,0,0,4,115
MQ,4676,RDU,MCO,534,6,2,4,2005,112,112,210,210,4,16,120,30,0,0,60
DL,1114,ATL,PHL,665,6,5,5,2007,129,126,17,20,9,23,0,0,17,0,0
CO,146,IAH,ORD,925,3,10,12,2003,152,173,135,114,6,40,0,0,135,0,0
OH,5534,ABE,ATL,692,3,9,6,2004,137,135,28,30,10,12,0,0,28,0,0
DL,1430,ATL,SAV,215,3,19,3,2008,63,74,21,10,7,27,2,0,11,0,8
MQ,4400,ORD,CMI,135,3,10,11,2004,47,44,24,27,4,14,24,0,0,0,0
NW,881,TPA,MEM,656,4,19,6,2008,124,118,77,83,5,16,46,0,0,0,31
WN,756,SJC,LAX,308,1,20,2,2006,70,65,55,60,5,8,5,0,0,0,50
MQ,4783,DCA,BOS,399,7,22,5,2005,86,93,143,136,8,23,0,0,7,0,136
MQ,4233,ROC,ORD,528,7,7,11,2004,116,126,51,41,5,27,0,0,51,0,0
9E,3766,DTW,CAK,133,2,8,4,2008,67,53,91,105,7,14,0,0,0,0,91
DL,541,ATL,LAX,1946,2,30,12,2003,287,316,37,8,14,51,8,0,29,0,0
HP,608,ORD,LAS,1515,4,15,7,2004,223,227,46,42,8,30,0,0,4,0,42
US,1247,BOS,CLT,728,6,19,2,2005,139,139,15,15,10,25,15,0,0,0,0
WN,503,ABQ,LAS,487,5,1,2,2008,95,101,16,10,3,13,0,0,6,0,10
YV,7209,ORD,CAE,666,4,13,4,2006,123,125,72,70,3,33,0,0,0,0,72
XE,2413,LCH,IAH,127,1,27,11,2006,52,40,32,44,6,5,0,0,0,0,32
CO,1645,CLE,IAH,1091,4,7,7,2005,172,173,25,24,7,13,0,0,1,0,24
AS,350,SEA,BUR,937,4,27,12,2007,141,148,76,69,3,29,9,0,7,0,60
AA,1792,DFW,BNA,631,7,6,1,2008,100,94,28,34,5,11,28,0,0,0,0
WN,2369,SEA,GEG,224,6,29,4,2006,55,54,32,33,2,12,0,0,0,0,32
EV,4491,ATL,CLE,554,5,22,8,2003,100,104,28,24,3,13,24,0,4,0,0
DL,323,DEN,CVG,1069,2,27,12,2005,156,159,98,95,6,12,0,0,3,0,95
DL,479,SLC,LAX,590,3,5,1,2005,118,126,19,11,5,32,0,0,8,0,11
UA,128,LAX,ORD,1745,2,4,11,2003,243,250,41,34,12,19,0,0,41,0,0
XE,3169,BDL,CLE,475,7,5,2,2006,119,118,27,28,9,18,0,0,27,0,0
YV,2617,CLT,BHM,351,3,6,8,2008,83,90,17,10,7,29,17,0,0,0,0
XE,2458,MOB,IAH,427,6,18,3,2006,95,101,17,11,4,13,4,0,6,0,7
AS,61,CDV,ANC,160,3,9,2,2005,41,41,61,61,3,3,61,0,0,0,0
US,945,CLT,JAX,329,4,30,8,2007,85,114,24,-5,14,43,0,0,24,0,0
CO,1707,IAH,AUS,140,2,2,8,2005,54,61,21,14,5,29,14,0,7,0,0
DL,673,LAS,SLC,368,4,31,3,2005,84,77,47,54,6,17,47,0,0,0,0
DL,1009,IAD,ATL,533,4,4,9,2003,105,96,20,29,7,13,0,0,20,0,0
WN,1927,OAK,LAX,337,3,7,6,2006,75,76,80,79,3,11,0,0,1,0,79
WN,2471,PHX,DTW,1671,5,8,7,2005,225,230,30,25,5,10,6,0,5,0,19
US,1460,PHL,RDU,336,5,21,3,2008,92,86,16,22,3,27,0,0,0,0,16
AA,2318,HDN,ORD,1009,1,13,3,2006,153,144,155,164,9,12,0,0,0,0,155
US,1835,CLT,RSW,600,5,28,9,2007,111,136,22,-3,7,35,0,0,22,0,0
OH,5760,RDU,JFK,426,5,19,8,2005,88,88,15,15,9,9,0,15,0,0,0
WN,1038,LAS,TPA,1984,7,26,11,2006,250,235,48,63,4,10,5,0,0,0,43
US,687,PHX,EWR,2133,3,31,12,2008,277,281,49,45,17,19,45,0,4,0,0
OH,5028,JAX,JFK,829,2,19,12,2006,134,145,25,14,11,20,14,0,11,0,0
UA,1132,DEN,MCO,1545,3,9,7,2003,211,205,30,36,4,12,0,0,0,0,30
AA,3164,LAX,STL,1593,5,13,6,2003,210,211,116,115,3,20,9,0,1,0,106
FL,562,ATL,BMI,533,1,21,11,2005,105,101,89,93,7,24,0,0,0,0,89
OO,6054,FAT,LAX,209,1,26,1,2004,63,56,65,72,8,6,0,0,0,0,65
CO,331,PBI,IAH,956,1,19,7,2004,147,135,113,125,5,10,113,0,0,0,0
DL,1691,ATL,SNA,1919,3,24,3,2004,296,314,17,-1,31,31,0,0,17,0,0
OO,6746,DEN,IAH,861,4,12,4,2007,134,143,21,12,8,22,21,0,0,0,0
UA,272,LAX,MCO,2217,4,4,8,2005,291,328,36,-1,4,25,0,0,36,0,0
UA,467,IAD,PDX,2327,7,4,7,2004,344,369,24,-1,3,63,0,0,24,0,0
OO,6181,SFO,ACV,250,2,12,9,2006,77,86,37,28,4,26,0,37,0,0,0
AA,1835,ORD,SFO,1846,4,31,5,2007,275,282,37,30,3,43,0,0,7,0,30
WN,3513,PDX,RNO,444,1,3,12,2007,80,85,19,14,4,17,0,0,5,0,14
XE,2665,DTW,EWR,487,4,22,3,2007,104,120,188,172,7,34,0,0,22,0,166
WN,1195,OAK,SLC,588,3,25,10,2006,100,102,26,24,2,10,7,0,2,0,17
XE,2848,IAH,MKE,984,2,8,5,2007,164,187,55,32,8,41,32,0,23,0,0
UA,437,DEN,ABQ,349,2,28,6,2005,72,132,59,-1,5,71,0,0,59,0,0
US,1914,CLT,ORD,599,4,1,3,2007,130,214,90,6,19,85,0,0,90,0,0
AA,1559,BOS,DFW,1562,6,8,1,2005,265,271,46,40,10,36,0,39,6,0,1
DL,201,RDU,ATL,356,6,18,6,2005,83,108,28,3,10,37,0,0,28,0,0
DL,1480,LAS,SLC,368,7,28,9,2008,84,82,51,53,5,22,0,0,0,0,51
WN,1503,BNA,PHX,1448,2,1,3,2005,235,224,21,32,5,10,21,0,0,0,0
AS,662,SEA,LAS,866,4,6,1,2005,139,141,22,20,7,17,9,0,2,0,11
B6,47,JFK,FLL,1069,3,21,6,2006,200,212,39,27,2,60,3,0,12,0,24
YV,7086,IAD,BOS,413,1,11,2,2008,94,96,33,31,7,25,33,0,0,0,0
US,98,SJU,PHL,1576,2,21,9,2004,232,241,26,17,3,10,0,0,9,0,17
WN,1500,BWI,ORF,159,2,27,12,2005,50,43,30,37,5,10,4,0,0,0,26
MQ,3730,DFW,LIT,304,7,3,10,2004,75,77,64,62,6,25,49,0,2,0,13
WN,1969,PHX,SMF,647,1,5,1,2004,130,114,55,71,5,7,21,0,0,0,34
DL,1902,CVG,LGA,585,4,11,12,2003,105,120,119,104,7,27,104,0,15,0,0
UA,245,DEN,SMF,910,2,4,4,2006,146,165,37,18,2,10,0,0,19,0,18
YV,7133,IAD,CLT,321,5,2,2,2007,82,90,33,25,4,19,33,0,0,0,0
EV,4234,MLI,ATL,633,4,20,12,2007,115,119,16,12,9,14,12,0,4,0,0
EV,5127,MGM,ATL,147,3,31,12,2008,64,92,18,-10,18,37,0,0,18,0,0
FL,176,HOU,ATL,696,2,30,9,2008,119,124,29,24,12,11,24,0,5,0,0
FL,578,ATL,EWR,745,7,16,5,2004,140,112,24,52,9,10,0,0,0,0,24
DL,1917,ATL,CLT,227,7,13,7,2003,69,83,15,1,7,33,0,0,15,0,0
CO,761,SAT,EWR,1569,3,16,11,2005,228,210,117,135,10,15,0,0,117,0,0
UA,311,BWI,DEN,1491,3,16,6,2004,221,232,15,4,5,11,0,0,15,0,0
DH,5,IAD,MCO,758,4,3,2,2005,134,146,26,14,5,31,14,0,12,0,0
XE,2379,EWR,SDF,642,3,15,3,2006,147,125,75,97,5,12,0,10,0,0,65
OO,5927,DEN,DRO,251,7,9,9,2007,62,67,18,13,5,22,0,0,0,0,18
AA,1483,DFW,SAT,247,1,18,9,2006,65,61,36,40,6,13,36,0,0,0,0
CO,1746,EWR,DTW,487,7,30,7,2006,122,136,19,5,6,50,0,0,19,0,0
FL,625,PHL,MCO,861,7,19,8,2007,148,130,27,45,5,10,0,0,0,0,27
US,1061,PHL,FLL,992,2,23,11,2004,165,178,48,35,5,28,35,0,13,0,0
WN,3226,LAX,SMF,373,5,7,11,2008,80,76,19,23,5,8,0,0,0,0,19
WN,435,PHX,MDW,1444,5,15,7,2005,205,200,95,100,5,10,85,0,0,0,10
MQ,3658,GSO,DFW,999,3,13,9,2006,170,170,23,23,12,10,23,0,0,0,0
YV,7383,CHS,ORD,760,5,28,3,2008,147,153,57,51,4,26,57,0,0,0,0
UA,569,CLT,ORD,599,2,27,3,2007,133,133,74,74,11,28,0,0,74,0,0
UA,1520,PHX,SFO,651,6,9,8,2008,128,110,38,56,6,11,0,0,33,0,5
YV,7212,ORD,MDT,594,6,3,6,2006,108,95,115,128,4,13,115,0,0,0,0
NW,865,MCI,MSP,393,7,15,7,2007,83,86,32,29,12,12,29,0,3,0,0
WN,1820,STL,MCI,237,5,25,7,2003,65,80,15,0,7,33,0,0,15,0,0
OO,6076,LAX,IYK,123,4,16,6,2005,47,38,38,47,1,6,38,0,0,0,0
YV,2653,CLT,PNS,488,1,26,11,2007,104,93,29,40,4,14,0,0,0,0,29
AA,4,LAX,JFK,2475,6,7,6,2008,340,357,18,1,25,18,0,0,18,0,0
AA,593,ORD,RNO,1671,1,20,11,2006,250,252,21,19,5,20,19,0,2,0,0
MQ,3286,CLL,DFW,164,7,27,1,2008,65,82,38,21,28,7,0,21,17,0,0
AA,1034,DFW,MCO,984,3,3,10,2007,150,212,57,-5,5,58,0,0,57,0,0
MQ,4158,TYS,ORD,475,7,17,2,2008,110,134,21,-3,32,12,0,0,21,0,0
NW,1031,CLE,MSP,622,4,24,3,2005,125,129,19,15,3,32,15,0,4,0,0
AS,97,DEN,SEA,1024,4,27,5,2004,172,176,51,47,5,11,47,0,4,0,0
UA,321,ORD,PDX,1739,6,20,3,2004,266,274,67,59,4,15,6,0,8,0,53
OO,3798,SLC,XNA,1004,3,11,5,2005,160,142,34,52,4,10,34,0,0,0,0
UA,797,FLL,ORD,1182,5,20,6,2003,185,208,23,0,9,43,0,0,23,0,0
NW,357,DLH,MSP,144,2,3,6,2008,54,75,16,-5,10,27,0,0,16,0,0
YV,7301,ORD,BMI,116,1,18,12,2006,52,41,111,122,3,12,0,0,0,0,111
9E,5870,DTW,OMA,651,2,19,2,2008,140,148,21,13,4,31,13,0,8,0,0
OO,6247,SFO,SMF,86,3,7,6,2006,36,50,34,20,5,23,0,0,0,0,34
OH,4987,LGA,JAX,834,1,17,9,2007,149,165,16,0,6,42,0,0,16,0,0
AA,1672,AUS,ORD,978,4,20,1,2005,154,186,28,-4,31,11,0,0,28,0,0
AA,1909,ORD,LAX,1745,4,3,4,2008,270,284,19,5,20,14,0,0,19,0,0
WN,1632,BNA,BWI,588,1,3,3,2008,95,90,50,55,4,9,0,47,0,0,3
WN,33,LIT,DAL,296,3,25,8,2004,60,55,20,25,5,5,20,0,0,0,0
EV,4339,SWF,ATL,784,6,15,12,2007,154,182,41,13,8,22,13,0,28,0,0
EV,4725,CAE,DFW,922,2,8,6,2004,155,152,83,86,6,2,0,0,0,0,83
WN,804,BWI,ALB,288,5,5,9,2008,70,66,19,23,2,11,0,0,0,0,19
XE,2442,EWR,GSP,594,4,20,5,2004,119,144,48,23,2,57,23,0,25,0,0
NW,1716,SDF,DTW,306,5,8,12,2006,83,92,17,8,8,15,8,0,9,0,0
HP,3,PHX,ORD,1440,1,19,12,2005,205,206,31,30,6,23,30,0,1,0,0
US,15,PHL,SFO,2521,5,8,7,2005,362,403,78,37,6,15,4,0,41,0,33
NW,1874,GFK,MSP,284,5,16,6,2006,67,101,33,-1,5,13,0,0,33,0,0
DL,1572,ATL,EWR,745,1,26,5,2008,138,140,25,23,13,16,0,0,25,0,0
OO,6012,CEC,ACV,56,7,18,4,2004,27,21,59,65,2,4,0,0,0,0,59
CO,778,SAT,IAH,191,5,17,2,2006,55,51,43,47,6,11,0,0,0,0,43
WN,2099,MDW,HOU,937,7,28,8,2005,160,146,31,45,3,12,4,0,0,0,27
DL,989,RSW,ATL,515,4,2,11,2006,97,119,17,-5,13,20,0,0,17,0,0
XE,2565,BTV,EWR,266,7,18,5,2008,97,69,206,234,8,11,206,0,0,0,0
OO,4007,STL,SLC,1156,4,14,12,2006,183,188,17,12,3,15,0,0,0,0,17
MQ,4463,ORD,RDU,647,6,25,3,2006,114,108,47,53,5,13,43,0,0,0,4
US,866,PHL,FLL,992,1,10,3,2008,177,164,89,102,2,11,89,0,0,0,0
XE,2135,CLE,SDF,304,4,17,7,2003,75,90,20,5,5,20,0,0,20,0,0
WN,2385,HOU,SAT,192,4,4,12,2008,55,52,43,46,3,13,3,0,0,0,40
US,96,CLT,LGA,544,4,13,10,2005,107,121,53,39,6,38,0,0,53,0,0
XE,2415,MOB,IAH,427,4,23,2,2006,95,103,59,51,9,23,0,0,8,0,51
WN,253,LAX,PHX,370,5,17,8,2007,75,76,15,14,7,9,0,0,1,0,14
MQ,4291,ORD,SYR,607,7,8,6,2003,102,105,21,18,3,19,0,0,3,0,18
9E,5622,MSP,TYS,792,4,15,2,2007,135,134,106,107,19,15,0,0,0,0,106
YV,7055,ASE,DEN,125,5,8,9,2006,52,63,15,4,10,10,0,0,0,0,15
B6,51,JFK,PBI,1028,4,5,5,2005,160,188,30,2,3,14,0,0,30,0,0
YV,7266,ORD,BNA,409,1,16,6,2008,89,105,84,68,15,27,84,0,0,0,0
YV,7254,JFK,IAD,228,7,14,12,2008,89,118,137,108,6,66,137,0,0,0,0
AS,15,BOS,SEA,2496,5,15,8,2008,374,356,34,52,6,44,5,0,0,0,29
NW,756,MSP,DTW,528,3,1,8,2007,112,106,20,26,10,20,20,0,0,0,0
TZ,711,MDW,LAS,1521,5,12,12,2003,232,217,41,56,6,8,41,0,0,0,0
XE,2741,CVG,EWR,569,5,23,5,2008,135,130,129,134,14,23,0,0,0,0,129
UA,1133,IAH,DEN,861,5,30,12,2005,152,186,86,52,40,12,52,0,34,0,0
NW,100,MSP,IND,503,5,1,4,2005,95,96,17,16,10,12,16,0,1,0,0
US,277,PHX,IAH,1009,1,15,10,2007,162,154,81,89,15,17,0,0,81,0,0
AA,21,JFK,LAX,2475,4,26,10,2006,385,439,50,-4,20,83,0,0,50,0,0
WN,2185,BNA,AUS,756,5,27,6,2008,125,117,59,67,5,8,7,0,0,0,52
CO,585,CLE,FLL,1062,2,5,7,2005,168,161,21,28,4,10,21,0,0,0,0
US,1206,PBI,PHL,951,3,9,4,2008,158,149,38,47,6,11,0,0,0,0,38
OO,6142,LAX,SNA,36,4,26,4,2007,43,52,16,7,3,27,16,0,0,0,0
EV,4548,TOL,ATL,549,4,2,3,2006,108,125,55,38,13,24,0,0,55,0,0
WN,2284,BUR,SMF,358,5,21,12,2007,75,69,145,151,5,7,3,0,0,0,142
WN,130,SLC,OAK,588,3,9,1,2008,120,117,23,26,4,10,0,0,0,0,23
NW,365,MSP,SFO,1589,2,19,8,2003,246,242,44,48,5,40,0,44,0,0,0
US,250,RIC,PHL,198,4,23,12,2004,61,155,95,1,109,8,0,0,95,0,0
B6,597,HPN,MCO,972,7,21,12,2008,160,171,29,18,3,12,15,0,11,0,3
UA,330,ORD,PHL,678,2,19,6,2007,136,186,181,131,6,96,8,0,50,0,123
CO,1041,IAH,AUS,140,3,13,7,2005,58,86,41,13,5,52,0,0,28,0,13
NW,148,IND,LGA,659,2,22,11,2005,119,169,44,-6,10,31,0,0,44,0,0
UA,795,ORD,OAK,1835,2,8,11,2005,281,312,31,0,4,27,0,0,31,0,0
OO,6023,SBA,SJC,234,4,23,2,2006,66,64,119,121,4,8,119,0,0,0,0
AS,562,SEA,SAN,1050,2,23,11,2004,154,141,47,60,3,13,0,0,0,0,47
WN,231,PHL,PIT,267,7,10,9,2006,70,72,27,25,6,16,0,0,2,0,25
DH,7908,SCE,IAD,133,3,3,9,2003,51,106,47,-8,6,17,0,0,47,0,0
AS,153,ANC,OTZ,549,6,19,11,2005,95,93,35,37,6,11,0,0,0,0,35
YV,7082,COS,DEN,72,7,26,3,2006,49,31,104,122,6,7,104,0,0,0,0
US,1602,PIT,PHL,267,2,25,10,2005,68,114,40,-6,16,9,0,0,40,0,0
DL,1175,ORD,ATL,606,1,16,2,2004,124,132,38,30,9,27,0,0,38,0,0
DL,1430,ATL,ORF,516,4,26,4,2007,95,97,16,14,5,22,0,0,2,0,14
OO,5940,ASE,DEN,125,1,3,3,2008,51,55,24,20,11,9,0,0,0,24,0
YV,7177,ORF,IAD,157,3,28,6,2006,64,71,81,74,5,9,0,0,0,0,81
WN,1586,HOU,MSY,303,4,22,7,2004,60,60,30,30,2,10,8,0,0,0,22
US,567,PHX,MCO,1848,4,14,2,2008,251,250,132,133,5,14,132,0,0,0,0
FL,178,RSW,ATL,515,7,6,1,2008,104,93,29,40,6,10,29,0,0,0,0
NW,890,DTW,PBI,1087,4,15,9,2005,165,165,237,237,7,14,237,0,0,0,0
DH,7709,ORD,FAR,557,1,5,1,2004,120,116,79,83,4,23,0,79,0,0,0
UA,334,ORD,MHT,843,5,26,8,2005,141,123,74,92,3,16,65,0,0,0,9
UA,29,JFK,LAX,2475,1,14,7,2008,384,330,15,69,4,22,15,0,0,0,0
MQ,4533,RDU,BOS,612,7,21,1,2007,110,136,21,-5,4,40,0,0,21,0,0
AS,153,OTZ,OME,183,7,14,10,2007,41,44,57,54,4,5,0,9,3,0,45
US,1407,PHL,ATL,665,4,4,9,2008,137,125,50,62,10,12,50,0,0,0,0
AS,418,PDX,SJC,569,2,28,2,2006,102,110,75,67,5,16,0,0,8,0,67
DL,601,HOU,ATL,696,6,4,8,2007,126,153,44,17,25,10,0,0,27,0,17
CO,1434,PHX,EWR,2133,4,9,3,2006,279,292,83,70,16,24,0,0,13,0,70
US,496,PHX,DEN,602,4,24,5,2007,101,97,30,34,7,10,30,0,0,0,0
NW,561,MSP,DEN,680,5,15,7,2005,119,126,65,58,15,20,58,0,7,0,0
XE,2039,RDU,CLE,416,4,17,5,2007,97,92,90,95,5,16,90,0,0,0,0
EV,4137,ATL,ATW,765,4,16,3,2006,137,143,38,32,5,31,28,4,6,0,0
OH,5368,CVG,ROC,461,7,2,5,2004,93,86,40,47,4,19,40,0,0,0,0
UA,465,ORD,OAK,1835,1,6,3,2006,271,291,17,-3,4,22,0,0,17,0,0
US,1118,CLT,LGA,544,6,6,1,2007,107,101,22,28,6,27,22,0,0,0,0
UA,732,IAD,BOS,413,5,15,12,2006,91,159,64,-4,7,89,0,0,64,0,0
AS,187,SEA,ANC,1449,3,22,2,2006,218,244,32,6,5,12,6,0,26,0,0
MQ,4634,RDU,CMH,361,6,8,1,2005,83,74,27,36,5,11,19,0,0,0,8
XE,2903,LFT,IAH,201,4,6,5,2004,71,103,22,-10,15,29,0,0,22,0,0
WN,2186,OAK,SAN,446,7,12,11,2006,85,74,29,40,3,10,9,0,0,0,20
UA,344,SFO,PDX,550,5,12,12,2003,102,116,16,2,4,18,0,0,16,0,0
WN,2632,LAS,BWI,2106,1,3,12,2007,260,276,39,23,3,22,8,0,16,0,15
9E,5710,XNA,MEM,258,2,10,7,2007,71,62,16,25,4,11,16,0,0,0,0
UA,406,DEN,LGA,1619,4,13,11,2008,220,219,41,42,4,26,0,0,41,0,0
DL,1475,ATL,RDU,356,2,16,3,2004,75,75,28,28,4,17,0,0,0,0,28
NW,232,FNT,DTW,56,5,7,3,2008,42,58,33,17,16,23,0,0,16,0,17
WN,1223,MCO,BWI,787,1,10,9,2007,130,117,24,37,2,5,0,0,0,0,24
CO,535,EWR,PHX,2133,5,21,3,2008,332,335,30,27,9,16,27,0,3,0,0
US,395,SNA,LAS,226,1,16,1,2006,67,73,29,23,6,17,0,0,29,0,0
US,182,PHX,SAN,304,4,31,5,2007,78,81,15,12,3,23,12,0,3,0,0
HP,790,ATL,PHX,1587,3,20,10,2004,242,265,20,-3,4,31,0,0,20,0,0
WN,1248,LAS,SJC,386,2,31,5,2005,80,75,35,40,3,14,31,0,0,0,4
OO,6095,LAX,MRY,267,3,20,9,2006,80,80,15,15,2,16,15,0,0,0,0
WN,913,PIT,MDW,402,2,20,6,2006,80,88,17,9,5,19,0,0,17,0,0
DL,1632,ATL,ORD,606,6,30,4,2005,121,130,179,170,10,33,0,1,9,0,169
EV,4849,XNA,DFW,281,2,17,6,2003,64,78,19,5,13,5,0,0,19,0,0
US,388,DFW,PHL,1302,5,4,7,2003,201,223,38,16,4,19,0,0,22,0,16
XE,2344,EWR,OMA,1133,7,9,10,2005,198,182,26,42,3,27,3,0,0,0,23
NW,624,MSP,EWR,1008,6,29,12,2007,167,150,26,43,7,25,0,26,0,0,0
WN,45,DAL,HOU,239,7,3,2,2008,60,61,75,74,4,9,74,0,1,0,0
EV,4240,ATL,PFN,247,6,25,2,2006,91,119,26,-2,2,25,0,0,26,0,0
DL,1212,ATL,MDW,590,7,26,12,2004,118,110,24,32,6,12,16,0,0,0,8
XE,2318,IAH,DAL,217,4,31,7,2003,60,94,30,-4,1,24,0,0,30,0,0
DH,1812,IAD,BNA,542,3,4,8,2004,106,102,15,19,5,15,0,0,0,0,15
AA,2256,OAK,DFW,1456,4,7,7,2005,213,278,245,180,90,9,0,0,65,0,180
XE,2035,ALB,EWR,143,1,30,5,2005,59,188,138,9,9,145,0,0,138,0,0
OH,5557,LGA,SAV,722,4,31,1,2008,153,175,18,-4,5,46,0,0,18,0,0
UA,1017,LAX,HNL,2556,6,29,3,2008,361,350,210,221,4,16,180,0,0,0,30
US,1787,CLT,LAS,1916,6,22,3,2008,301,338,34,-3,7,9,0,0,34,0,0
AA,1043,MIA,DEN,1709,7,19,2,2006,263,268,136,131,6,12,131,0,5,0,0
CO,1058,IAH,DCA,1208,3,20,8,2008,184,233,50,1,4,66,0,0,50,0,0
NW,530,DTW,LGA,501,3,24,8,2005,100,112,19,7,7,29,7,0,12,0,0
DL,1506,ATL,LIT,453,2,5,4,2005,92,105,21,8,17,21,8,0,13,0,0
MQ,4115,DSM,ORD,299,1,5,6,2006,72,57,167,182,3,6,78,0,0,0,89
OH,5396,JAX,CVG,614,1,18,9,2006,117,132,25,10,4,26,0,10,15,0,0
NW,1563,MEM,SAT,625,1,30,7,2007,111,116,42,37,4,19,37,0,5,0,0
XE,2125,ORF,CLE,435,3,7,7,2004,96,92,50,54,6,14,0,10,0,0,40
OO,3732,DFW,MCI,460,2,20,1,2004,94,85,61,70,6,11,61,0,0,0,0
NW,379,BOS,DTW,632,2,30,5,2006,132,139,26,19,24,19,0,0,7,0,19
AS,558,SEA,SAN,1050,4,9,12,2004,157,154,111,114,5,12,111,0,0,0,0
WN,2592,HOU,SAT,192,3,30,7,2008,50,44,51,57,2,8,51,0,0,0,0
US,834,CLT,MHT,737,1,11,7,2005,122,129,33,26,4,14,26,0,7,0,0
